;Unnamed: 0;Area_Plantio;Perc_Falha;Perc_Infest_Inv;Ciclo;CD_CLAS_DECL;QT_IDMIN_PLA;QT_IDMAX_PLA;CD_SIST_PLAN;Variedade;Estagio;Data_Plantio;Ambiente;Ph;Mo;P;K;Ca;Mg;H_al;Al;S;Na;Sb;Ctc;V;VM;CORR_T;FERT_KG;FERT_L;FUNG_L;HERB_KG;HERB_L;INSET_KG;INSET_L;RESI_M3;RESI_T;Temp_Med;Temp_max;Temp_min;UR_med;UR_max;Ur_min;Vel_vento_ms;Rad_Solar_MJm2;Chuva;EPT_mm;dia;mes;ano
1066;1066;7.75;0.0097;0.0;Inverno;1;12;15;6;RB966928;Descanso;10/06/2017;mE;5.0;14.0;5.0;0.93;20.265;13.68;20.5;0.26;0.0;0.0;34.875;55.0;62.5;5.52;1.0;0.97;0.97;1.0;0.0;0.99;1.0;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1067;1067;4.15;0.0035;0.1392;Inverno;1;12;15;6;RB966928;Descanso;09/06/2017;mE;5.0;14.0;5.0;0.93;20.265;13.68;20.5;0.26;0.0;0.0;34.875;55.0;62.5;6.43;1.0;0.97;0.97;1.0;0.0;1.0;1.0;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1068;1068;12.01;0.006;0.0;Inverno;1;12;15;6;RB855156;Descanso;03/06/2017;mE;5.7;9.5;18.5;0.41;14.625;7.31;14.5;0.3;0.0;0.0;22.345;37.0;60.0;7.03;0.0;1.0;0.0;1.09;1.02;1.06;1.02;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1069;1069;1.58;0.0097;0.0;Inverno;1;12;15;6;RB855156;Descanso;03/06/2017;mE;4.75;13.5;6.0;0.61;7.41;4.545;19.0;1.105;0.0;0.0;12.565;32.0;38.5;7.53;0.0;1.0;0.0;1.06;1.04;1.1;0.98;1.07;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1070;1070;2.02;0.0624;0.0;Inverno;1;12;15;6;RB855156;Descanso;05/06/2017;mE;5.7;9.5;18.5;0.41;14.625;7.31;14.5;0.3;0.0;0.0;22.345;37.0;60.0;7.06;0.0;1.0;0.0;1.06;1.02;1.08;0.98;1.07;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1071;1071;5.17;0.012;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/06/2017;F;4.9;10.5;8.0;0.555;9.05;4.925;20.0;0.515;0.0;0.0;14.53;34.5;41.5;;0.0;1.0;0.0;1.09;1.02;1.08;1.02;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1072;1072;23.72;0.0236;0.0;Inverno;1;12;15;6;RB855156;Descanso;03/06/2017;F;4.9;10.5;8.0;0.555;9.05;4.925;20.0;0.515;0.0;0.0;14.53;34.5;41.5;;0.0;1.0;0.0;1.09;1.02;1.08;1.02;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1073;1073;29.24;0.0152;0.0;Inverno;1;12;15;6;RB855156;Descanso;04/06/2017;mE;5.7;9.5;18.5;0.41;14.625;7.31;14.5;0.3;0.0;0.0;22.345;37.0;60.0;7.18;0.0;1.0;0.0;1.09;1.02;1.08;1.02;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1074;1074;21.89;0.0182;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/06/2017;mE;4.75;14.0;3.5;0.395;6.895;3.455;16.5;1.075;0.0;0.0;10.745;27.5;38.5;7.49;0.0;1.0;0.0;1.09;1.04;1.1;1.02;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1075;1075;23.81;0.0132;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/06/2017;mE;5.4;9.0;15.5;0.345;10.94;5.69;13.0;0.24;0.0;0.0;16.975;30.0;56.0;7.58;0.0;1.0;0.0;1.09;1.04;1.1;1.02;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1076;1076;15.49;0.0099;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/06/2017;F;4.65;9.0;4.5;0.425;7.325;3.045;25.0;1.175;0.0;0.0;10.795;35.5;29.5;;0.0;1.0;0.0;1.06;1.04;1.1;0.98;1.07;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1077;1077;10.57;0.0027;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/06/2017;mE;4.55;15.0;6.0;0.48;7.26;3.21;19.5;3.105;0.0;0.0;10.95;30.5;35.0;7.46;0.0;1.0;0.0;1.06;1.04;1.1;0.98;1.07;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1078;1078;4.88;0.0659;0.0049;Inverno;2;12;15;6;RB855156;Descanso;09/06/2017;mG;5.05;7.5;5.0;0.7;12.785;6.54;18.5;1.21;0.0;0.0;20.025;38.5;49.0;6.41;0.0;0.0;0.0;1.06;1.04;1.04;0.0;1.06;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1079;1079;0.36;0.0714;0.0;Inverno;2;12;15;6;RB855156;Descanso;09/06/2017;mG;4.85;11.0;5.0;0.59;6.925;4.145;16.5;0.685;0.0;0.0;11.66;28.5;40.0;5.69;0.0;0.0;0.0;1.06;1.04;1.04;0.0;1.06;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1080;1080;3.28;0.0306;0.0;Inverno;2;12;15;6;RB855156;Descanso;09/06/2017;mG;5.1;8.5;3.5;0.345;6.235;3.805;16.5;1.085;0.0;0.0;10.385;27.0;38.0;6.1;0.0;0.0;0.0;1.06;1.04;1.04;0.0;1.06;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1081;1081;0.72;0.0021;0.0;Inverno;2;12;15;6;RB855156;Descanso;09/06/2017;mG;4.8;5.5;11.0;1.285;8.025;5.69;24.0;5.025;0.0;0.0;15.0;39.0;38.0;5.86;0.0;0.0;0.0;1.06;1.04;1.04;0.0;1.06;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1082;1082;13.27;0.0405;0.0055;Inverno;2;12;15;6;RB855156;Descanso;09/06/2017;mG;4.45;9.5;66.5;5.525;10.075;7.125;27.0;2.91;0.0;0.0;22.725;49.5;45.5;;0.0;0.0;0.0;1.06;1.07;1.04;0.0;1.06;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1083;1083;14.54;0.0446;0.0084;Inverno;2;12;15;6;RB855156;Descanso;09/06/2017;mG;4.45;9.5;66.5;5.525;10.075;7.125;27.0;2.91;0.0;0.0;22.725;49.5;45.5;;0.0;0.0;0.0;1.06;1.07;1.03;0.0;1.06;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1084;1084;8.6;0.04;0.0329;Inverno;2;12;15;6;RB966928;Descanso;13/06/2017;mE;4.05;15.0;5.0;2.605;19.905;8.6;36.0;4.59;0.0;0.0;31.11;67.5;46.0;6.11;1.0;1.01;1.0;1.05;1.0;1.06;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1085;1085;0.2;0.2071;0.0011;Inverno;1;12;15;6;RB966928;Descanso;13/06/2017;mE;5.45;10.5;5.5;0.625;13.405;7.435;17.0;0.2;0.0;0.0;21.465;38.5;55.0;5.96;1.0;1.01;1.0;1.05;1.0;1.06;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1086;1086;0.43;0.0967;0.0005;Inverno;2;12;15;6;RB966928;Descanso;13/06/2017;mE;4.5;13.5;4.5;2.33;26.845;11.23;28.0;0.95;0.0;0.0;40.405;68.5;59.0;6.45;1.0;1.01;1.0;1.05;1.0;1.05;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1087;1087;0.52;0.0745;0.0;Inverno;2;12;15;6;RB966928;Descanso;13/06/2017;mE;4.5;13.5;4.5;2.33;26.845;11.23;28.0;0.95;0.0;0.0;40.405;68.5;59.0;5.53;1.0;1.01;1.0;1.05;1.0;1.04;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1088;1088;12.36;0.0638;0.0126;Inverno;2;12;15;6;RB966928;Descanso;13/06/2017;mE;4.45;13.0;55.0;0.885;17.21;2.24;25.5;3.13;0.0;0.0;20.335;46.0;43.0;6.47;1.0;1.01;1.0;1.05;1.0;1.04;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1089;1089;7.18;0.0181;0.0551;Inverno;2;12;15;6;RB966928;Descanso;12/06/2017;mE;4.3;13.0;54.5;0.97;15.835;2.81;29.0;2.88;0.0;0.0;19.615;48.5;39.5;6.79;1.0;1.01;1.0;1.05;1.0;1.06;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1090;1090;7.96;0.0143;0.0128;Inverno;2;12;15;6;RB966928;Descanso;11/06/2017;mB;4.3;13.0;54.5;0.97;15.835;2.81;29.0;2.88;0.0;0.0;19.615;48.5;39.5;;1.0;1.01;1.0;1.05;1.0;1.06;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1091;1091;18.77;0.0202;0.0203;Inverno;2;12;15;6;RB966928;Descanso;10/06/2017;mB;4.3;13.0;54.5;0.97;15.835;2.81;29.0;2.88;0.0;0.0;19.615;48.5;39.5;;1.0;1.01;1.0;1.05;1.1;1.03;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1092;1092;18.94;0.0283;0.0268;Inverno;2;12;15;6;RB966928;Descanso;10/06/2017;mB;4.3;13.0;54.5;0.97;15.835;2.81;29.0;2.88;0.0;0.0;19.615;48.5;39.5;;1.0;1.01;1.0;1.05;1.1;1.03;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1093;1093;6.63;0.0136;0.0;Inverno;2;12;15;6;RB966928;Descanso;27/05/2017;D;5.55;13.5;5.5;0.615;8.93;2.165;15.0;0.29;0.0;0.0;11.71;26.5;43.5;6.2;1.0;0.0;0.0;1.0;1.03;0.95;1.0;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1094;1094;4.7;0.0051;0.0;Inverno;1;12;15;6;RB966928;Descanso;25/05/2017;D;5.65;10.5;6.0;0.36;6.51;2.195;14.5;0.305;0.0;0.0;9.065;23.5;38.0;6.49;1.0;0.0;0.0;1.0;1.03;0.95;1.0;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1095;1095;13.68;0.0146;0.0;Inverno;2;12;15;6;RB966928;Descanso;27/05/2017;D;5.55;13.5;5.5;0.615;8.93;2.165;15.0;0.29;0.0;0.0;11.71;26.5;43.5;6.22;1.0;0.0;0.0;1.0;1.03;0.96;1.0;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1096;1096;4.66;0.0334;0.0;Inverno;2;12;15;6;RB966928;Descanso;26/06/2017;D;5.55;13.5;5.5;0.615;8.93;2.165;15.0;0.29;0.0;0.0;11.71;26.5;43.5;5.59;1.0;1.11;0.97;1.01;1.03;0.95;1.01;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1097;1097;3.07;0.0405;0.0;Inverno;1;12;15;6;RB966928;Descanso;26/05/2017;D;5.55;13.5;5.5;0.615;8.93;2.165;15.0;0.29;0.0;0.0;11.71;26.5;43.5;5.25;1.0;0.0;0.0;1.0;1.03;0.96;1.0;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1098;1098;7.13;0.0047;0.0;Inverno;2;12;15;6;RB966928;Descanso;26/05/2017;D;5.35;12.5;6.0;0.505;7.745;1.6;15.5;0.35;0.0;0.0;9.85;25.0;38.5;6.23;1.0;0.0;0.0;1.0;1.03;0.92;1.0;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1099;1099;13.0;0.0027;0.0;Inverno;1;12;15;6;RB966928;Descanso;26/05/2017;D;5.65;10.5;6.0;0.36;6.51;2.195;14.5;0.305;0.0;0.0;9.065;23.5;38.0;6.57;1.0;0.0;0.0;1.0;1.03;0.91;1.0;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1100;1100;5.92;0.0178;0.0;Inverno;1;12;15;6;RB966928;Descanso;26/05/2017;D;5.35;12.5;6.0;0.505;7.745;1.6;15.5;0.35;0.0;0.0;9.85;25.0;38.5;5.91;1.0;0.0;0.0;1.0;1.03;0.95;1.0;1.04;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1101;1101;3.79;0.0508;0.0;Inverno;1;12;15;6;RB855536;Descanso;20/06/2017;mE;4.75;7.5;13.0;0.84;11.765;5.41;15.0;1.23;0.0;0.0;18.015;33.0;54.0;5.95;0.0;1.0;0.99;1.05;1.02;1.04;1.0;1.02;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1102;1102;0.46;0.0071;0.3492;Inverno;2;12;15;6;RB855536;Descanso;21/06/2017;mF;4.9;8.0;6.0;1.43;6.61;3.35;18.5;1.26;0.0;0.0;11.39;29.5;38.5;5.45;0.0;1.0;0.99;1.05;1.04;1.05;1.0;1.02;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1103;1103;29.62;0.0631;0.0;Inverno;1;12;15;6;RB855536;Descanso;20/06/2017;mC;4.4;7.5;3.0;2.14;11.06;5.745;25.0;2.645;0.0;0.0;18.945;44.0;42.5;6.75;0.0;1.0;0.99;1.05;1.02;1.03;1.0;1.02;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1104;1104;11.51;0.0265;0.0014;Inverno;1;12;15;6;RB855536;Descanso;20/06/2017;mC;4.5;8.0;3.0;1.515;13.06;5.985;23.0;1.445;0.0;0.0;20.56;43.5;47.0;6.54;0.0;1.0;0.99;1.05;0.94;1.02;1.0;1.02;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1105;1105;11.46;0.0366;0.0;Inverno;1;12;15;6;RB855536;Descanso;21/06/2017;mC;5.3;7.0;5.0;1.475;6.905;4.325;15.5;0.48;0.0;0.0;12.705;28.0;45.0;6.74;0.0;1.0;0.99;1.05;1.02;0.96;1.0;1.02;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1106;1106;5.3;0.0202;0.0215;Inverno;1;12;15;6;RB867515;Descanso;26/06/2017;mG;4.8;16.5;12.5;3.365;38.545;17.645;36.5;0.32;0.0;0.0;59.555;96.0;61.5;5.86;0.0;0.97;0.99;1.03;0.98;1.0;1.06;1.18;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1107;1107;7.38;0.0219;0.0556;Inverno;1;12;15;6;RB867515;Descanso;26/06/2017;mG;4.8;16.5;12.5;3.365;38.545;17.645;36.5;0.32;0.0;0.0;59.555;96.0;61.5;6.7;0.0;0.97;0.99;1.03;0.98;1.0;1.06;1.18;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1108;1108;5.0;0.0461;0.0483;Inverno;1;12;15;6;RB867515;Descanso;26/06/2017;mG;4.8;16.5;12.5;3.365;38.545;17.645;36.5;0.32;0.0;0.0;59.555;96.0;61.5;6.4;0.0;0.97;0.99;1.03;0.98;1.0;1.06;1.18;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1109;1109;3.2;0.0753;0.0022;Inverno;1;12;15;6;RB867515;Descanso;26/06/2017;mC;4.8;16.5;12.5;3.365;38.545;17.645;36.5;0.32;0.0;0.0;59.555;96.0;61.5;5.18;0.0;0.97;0.99;1.03;0.98;1.0;1.06;1.18;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1110;1110;3.26;0.0598;0.0089;Inverno;1;12;15;6;RB867515;Descanso;26/06/2017;mC;4.8;16.5;12.5;3.365;38.545;17.645;36.5;0.32;0.0;0.0;59.555;96.0;61.5;3.79;0.0;0.97;0.99;1.03;0.98;1.0;1.06;1.18;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1111;1111;17.44;0.0315;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;19/04/2017;mB;5.4;16.5;6.0;1.485;24.17;7.81;17.5;0.915;0.0;0.0;33.465;50.5;66.0;6.72;0.0;1.0;0.0;0.0;1.01;1.0;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1112;1112;11.13;0.0478;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;01/05/2017;mD;5.35;15.0;15.5;0.42;16.39;8.035;19.5;1.12;0.0;0.0;24.845;44.5;55.0;6.52;0.0;1.0;0.0;0.0;1.0;0.99;0.0;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1113;1113;17.53;0.026000000000000002;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;13/04/2017;mA;4.85;14.5;40.5;0.395;13.655;7.705;25.0;1.88;0.0;0.0;21.755;47.0;45.5;6.39;0.0;1.0;1.0;0.0;1.01;1.0;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1114;1114;3.32;0.0254;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;12/04/2017;mA;5.3;15.0;12.5;1.405;23.835;7.47;20.5;0.68;0.0;0.0;32.71;53.5;60.5;7.08;0.0;1.0;1.0;0.0;1.01;1.0;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1115;1115;11.99;0.0417;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;12/04/2017;mA;4.85;14.5;40.5;0.395;13.655;7.705;25.0;1.88;0.0;0.0;21.755;47.0;45.5;6.52;0.0;1.0;1.0;0.0;1.01;1.0;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1116;1116;14.19;0.0281;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;12/04/2017;mA;5.35;15.0;12.0;1.66;24.98;7.61;19.0;0.615;0.0;0.0;34.25;53.5;63.5;6.87;0.0;1.0;1.0;0.0;1.01;1.0;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1117;1117;10.32;0.0195;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;19/04/2017;mB;5.4;17.0;10.5;1.595;24.75;7.82;18.0;0.685;0.0;0.0;34.165;52.5;64.5;6.04;0.0;1.0;0.0;0.0;1.01;1.0;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1118;1118;28.2;0.0236;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;18/04/2017;mB;5.4;16.5;6.0;1.485;24.17;7.81;17.5;0.915;0.0;0.0;33.465;50.5;66.0;6.47;0.0;1.0;0.0;0.0;1.01;1.0;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1119;1119;10.18;0.0144;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;15/04/2017;mD;4.9;19.5;4.0;0.345;16.76;11.115;21.0;0.46;0.0;0.0;28.22;49.0;57.0;6.5;0.0;1.0;1.0;0.0;1.02;1.0;1.03;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1120;1120;3.54;0.0069;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;15/04/2017;mD;4.4;15.5;5.5;0.74;9.78;5.82;27.5;0.78;0.0;0.0;16.34;44.0;36.5;6.71;0.0;1.0;1.0;0.0;1.02;1.0;1.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1121;1121;15.4;0.0233;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;15/04/2017;mD;4.4;15.5;5.5;0.74;9.78;5.82;27.5;0.78;0.0;0.0;16.34;44.0;36.5;6.46;0.0;1.0;1.0;0.0;1.02;1.0;1.0;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1122;1122;7.69;0.0224;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;18/04/2017;mB;4.4;15.5;5.5;0.74;9.78;5.82;27.5;0.78;0.0;0.0;16.34;44.0;36.5;6.32;0.0;1.0;1.0;0.0;1.02;1.0;2.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1123;1123;3.54;0.0246;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;18/04/2017;mB;4.4;15.5;5.5;0.74;9.78;5.82;27.5;0.78;0.0;0.0;16.34;44.0;36.5;5.52;0.0;1.0;1.0;0.0;1.02;1.0;2.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1124;1124;1.78;0.0262;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;01/07/2017;mD;4.4;15.5;5.5;0.74;9.78;5.82;27.5;0.78;0.0;0.0;16.34;44.0;36.5;6.51;0.0;1.0;0.0;0.0;1.02;1.0;2.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1125;1125;1.92;0.0351;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;01/07/2017;mD;4.9;19.5;4.0;0.345;16.76;11.115;21.0;0.46;0.0;0.0;28.22;49.0;57.0;6.75;0.0;1.0;0.0;0.0;1.02;1.0;2.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1126;1126;4.06;0.0322;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;17/04/2017;mD;4.9;19.5;4.0;0.345;16.76;11.115;21.0;0.46;0.0;0.0;28.22;49.0;57.0;6.51;0.0;1.0;0.0;0.0;1.02;1.0;2.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1127;1127;30.08;0.0088;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;15/04/2017;mD;4.45;19.0;5.5;0.475;14.345;6.945;32.5;0.265;0.0;0.0;21.765;54.5;39.0;7.14;0.0;1.0;0.0;0.0;1.02;1.0;1.03;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1128;1128;24.85;0.0122;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;11/04/2017;C;4.35;19.5;4.5;0.25;12.215;6.505;37.0;0.915;0.0;0.0;18.97;56.0;33.5;;0.0;1.0;0.0;0.0;1.02;1.0;1.03;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1129;1129;23.77;0.0235;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;17/04/2017;mD;4.65;14.5;4.0;0.36;11.085;6.79;22.5;0.695;0.0;0.0;18.235;41.0;44.0;6.64;0.0;1.0;0.0;0.0;1.02;1.0;1.0;0.98;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1130;1130;26.95;0.0118;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;14/04/2017;mD;5.05;12.5;8.5;0.435;12.145;6.975;16.5;0.71;0.0;0.0;19.555;36.0;53.0;6.75;0.0;1.0;0.0;0.0;1.02;1.0;1.03;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1131;1131;10.76;0.2158;0.0;Inverno;1;12;15;6;CV7870;Descanso;25/04/2017;A;5.95;16.0;32.0;1.41;30.84;11.175;15.5;0.175;0.0;0.0;43.425;59.0;72.5;6.33;0.0;0.96;0.0;0.0;1.02;0.99;1.46;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1132;1132;14.54;0.1441;0.0;Inverno;1;12;15;6;CV7870;Descanso;25/04/2017;A;5.95;16.0;32.0;1.41;30.84;11.175;15.5;0.175;0.0;0.0;43.425;59.0;72.5;6.53;0.0;0.96;0.0;0.0;1.02;0.99;1.46;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1133;1133;21.47;0.1829;0.0;Inverno;1;12;15;6;CV7870;Descanso;24/04/2017;A;5.65;17.0;34.0;1.59;28.26;11.19;17.5;0.3;0.0;0.0;41.04;58.5;65.0;6.67;0.0;0.96;0.0;0.0;1.02;0.99;1.46;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
1134;1134;10.31;0.1606;0.0;Inverno;1;12;15;6;CV7870;Descanso;24/04/2017;A;5.65;17.0;34.0;1.59;28.26;11.19;17.5;0.3;0.0;0.0;41.04;58.5;65.0;6.47;0.0;0.96;0.0;0.0;1.02;0.99;1.46;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
