;Unnamed: 0;Area_Plantio;Perc_Falha;Perc_Infest_Inv;Ciclo;CD_CLAS_DECL;QT_IDMIN_PLA;QT_IDMAX_PLA;CD_SIST_PLAN;Variedade;Estagio;Data_Plantio;Ambiente;Ph;Mo;P;K;Ca;Mg;H_al;Al;S;Na;Sb;Ctc;V;VM;CORR_T;FERT_KG;FERT_L;FUNG_L;HERB_KG;HERB_L;INSET_KG;INSET_L;RESI_M3;RESI_T;Temp_Med;Temp_max;Temp_min;UR_med;UR_max;Ur_min;Vel_vento_ms;Rad_Solar_MJm2;Chuva;EPT_mm;dia;mes;ano
0;0;8.72;0.0086;0.0;18M;1;12;15;6;RB855156;1o. Corte - 18 Meses;17/03/2016;mD;4.55;7.0;28.25;1.155;7.25;5.3;21.51;1.5;0.0;0.0;13.705;35.0;39.0;5.69;0.0;0.0;0.97;0.0;1.14;1.01;1.0;0.0;0.0;0.0;25.71;31.48;21.22;80.27;96.68;57.48;1.1;18.92;393.8;133.36;-1;-1;-1
1;1;7.88;0.027999999999999997;0.0;18M;1;12;15;6;RB855156;Cana Planta - 18 m;23/07/2016;mD;5.05;5.5;3.8;0.755;7.15;4.25;17.04;0.05;0.0;0.0;12.155;29.5;40.5;6.57;0.0;0.0;0.95;0.0;1.22;1.17;1.0;0.0;0.0;0.0;25.71;31.48;21.22;80.27;96.68;57.48;1.1;18.92;393.8;133.36;-1;-1;-1
2;2;4.24;0.0014;0.0;18M;1;12;15;6;RB966928;Descanso;11/07/2016;mD;4.45;13.0;11.5;1.735;16.895;7.605;22.0;1.11;0.0;0.0;26.235;48.0;54.5;6.96;1.02;0.0;0.0;1.03;1.05;1.01;1.0;1.06;0.0;1.0;24.29;28.87;19.71;83.98;102.72;65.24;1.48;16.96;351.2;106.73;-1;-1;-1
3;3;5.29;0.3009;0.0;18M;1;12;15;6;RB966928;Descanso;28/05/2016;mA;6.6;21.0;25.0;6.66;91.165;34.145;15.5;0.24;0.0;0.0;131.97;147.5;88.5;5.72;0.0;0.0;0.0;0.0;0.0;0.79;0.0;0.0;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
4;4;3.49;0.0438;0.0;18M;1;12;15;6;RB966928;Descanso;05/07/2016;mG;4.25;28.0;29.0;4.335;17.035;8.255;63.5;12.66;0.0;0.0;29.625;93.0;31.0;5.72;0.0;0.0;0.0;1.0;0.0;0.75;0.99;0.99;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
5;5;16.17;0.0753;0.0;18M;1;12;15;6;RB966928;Descanso;27/05/2016;mA;4.25;28.0;29.0;4.335;17.035;8.255;63.5;12.66;0.0;0.0;29.625;93.0;31.0;5.93;0.0;0.0;0.0;0.0;0.0;0.81;1.09;0.99;0.0;1.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
6;6;6.11;0.5455;0.0;18M;2;12;15;6;RB867515;Cana Planta - 18 m;21/03/2016;mD;5.7;11.5;37.0;4.91;24.825;15.41;22.0;0.21;0.0;0.0;45.145;67.5;66.5;6.0;0.0;0.0;0.0;0.0;0.0;1.02;1.12;1.1;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
7;7;12.3;0.4944;0.0;18M;2;12;15;6;RB867515;Cana Planta - 18 m;17/02/2016;mD;5.35;13.0;33.5;4.495;26.255;15.575;20.0;0.275;0.0;0.0;46.325;66.0;69.5;5.99;0.0;0.0;0.0;0.0;0.0;1.02;1.12;1.1;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
8;8;16.75;0.3054;0.0;18M;2;12;15;6;RB867515;Cana Planta - 18 m;21/03/2016;mD;5.25;13.5;36.0;4.385;26.76;14.75;19.0;0.21;0.0;0.0;45.895;65.0;70.0;5.65;0.0;0.0;0.0;0.0;0.0;1.04;1.0;1.01;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
9;9;7.41;0.0014;0.0;Ano;1;5;13;2;CTC9001;Descanso;01/12/2016;ADF;5.8;13.0;4.0;0.325;20.46;9.635;17.0;0.275;0.0;0.0;30.42;47.5;63.0;;1.0;0.0;0.95;0.0;1.0;1.0;0.96;0.94;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
10;10;4.14;0.0018;0.0;Ano;1;12;15;2;RB966928;Cana Planta - 18 m;02/12/2016;ADF;5.0;13.0;4.5;1.835;21.425;6.07;17.0;0.115;0.0;0.0;29.33;46.0;63.5;;1.2;0.0;0.9;0.0;1.01;0.97;0.8;0.8;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
11;11;9.32;0.0013;0.0;Ano;1;12;15;2;RB966928;Cana Planta - 18 m;03/12/2016;ADF;5.0;13.0;4.5;1.835;21.425;6.07;17.0;0.115;0.0;0.0;29.33;46.0;63.5;;1.2;0.0;0.92;0.0;1.01;0.96;1.0;0.79;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
12;12;5.78;0.0009;0.0;Ano;1;12;15;2;RB966928;Cana Planta - 18 m;02/12/2016;ADF;5.0;13.0;4.5;1.835;21.425;6.07;17.0;0.115;0.0;0.0;29.33;46.0;63.5;;1.2;0.0;0.92;0.0;1.01;0.97;1.0;0.79;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
13;13;1.63;0.0002;0.0;Ano;1;12;15;2;RB966928;Descanso;01/12/2016;ADF;5.0;13.0;4.5;1.835;21.425;6.07;17.0;0.115;0.0;0.0;29.33;46.0;63.5;;1.0;0.0;0.9;0.0;0.0;0.96;0.96;0.79;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
14;14;11.76;0.0006;0.0;Ano;1;12;15;2;RB966928;Descanso;30/11/2016;ADF;5.6;13.5;23.0;0.37;21.035;9.79;18.5;0.485;0.0;0.0;31.195;49.5;60.5;;1.0;0.0;0.95;0.0;1.01;0.98;0.96;0.93;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
15;15;2.1;0.0;0.0;Ano;1;12;15;2;RB966928;Cana Planta - 18 m;02/12/2016;ADF;5.05;10.0;4.5;1.38;21.585;5.8;16.5;0.22;0.0;0.0;28.765;45.5;63.0;;1.2;0.0;0.94;0.0;1.01;0.97;0.96;0.79;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
16;16;19.36;0.0068;0.0;Ano;1;5;13;2;CTC9001;Descanso;26/11/2016;ADF;5.8;13.0;4.0;0.325;20.46;9.635;17.0;0.275;0.0;0.0;30.42;47.5;63.0;;1.0;0.0;0.95;0.0;1.0;1.0;0.97;0.95;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
17;17;22.48;0.0013;0.0;Ano;1;12;15;2;RB966928;Descanso;28/11/2016;ADF;5.6;13.5;23.0;0.37;21.035;9.79;18.5;0.485;0.0;0.0;31.195;49.5;60.5;;1.0;0.0;0.95;0.0;1.0;1.0;0.95;0.95;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
18;18;16.16;0.001;0.0;Ano;1;12;15;2;RB966928;Descanso;03/12/2016;ADF;5.15;13.0;9.0;0.415;17.445;8.32;17.5;0.995;0.0;0.0;26.18;43.5;57.0;;1.0;0.0;0.95;0.0;1.01;0.96;0.96;0.95;0.0;0.0;25.93;31.31;21.29;81.54;98.08;61.57;0.97;19.44;267.5;134.18;-1;-1;-1
19;19;5.09;0.1103;0.0;Ano;2;12;15;6;CV6654;Descanso;30/11/2016;mC;4.7;20.5;18.0;2.65;21.61;7.92;30.5;1.21;0.0;0.0;32.18;62.5;51.0;;0.0;0.0;0.0;0.0;7.82;1.02;0.0;1.04;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
20;20;0.41;0.0904;0.0;Ano;2;12;15;6;CV6654;Descanso;30/11/2016;mC;4.7;20.5;18.0;2.65;21.61;7.92;30.5;1.21;0.0;0.0;32.18;62.5;51.0;;0.0;0.0;0.0;0.0;7.82;1.05;0.0;1.04;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
21;21;18.14;0.0127;0.0;Ano;1;12;15;6;CV6654;Descanso;24/11/2016;mA;4.8;27.0;8.5;2.41;16.94;7.03;27.5;1.08;0.0;0.0;26.38;53.5;49.0;;1.05;0.0;0.0;0.0;0.8;0.98;1.0;1.23;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
22;22;8.54;0.0483;0.0;Ano;2;12;15;6;CV6654;Descanso;25/11/2016;mA;4.95;19.0;11.5;1.135;17.09;6.835;24.0;0.545;0.0;0.0;25.06;49.0;51.0;;0.0;0.0;0.0;0.0;0.81;0.9;1.0;1.17;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
23;23;7.67;0.0507;0.0;Ano;2;12;15;6;CV6654;Descanso;25/11/2016;mA;4.95;19.0;11.5;1.135;17.09;6.835;24.0;0.545;0.0;0.0;25.06;49.0;51.0;;0.0;0.0;0.0;0.0;0.81;0.89;1.04;1.3;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
24;24;0.73;0.1063;0.0;Ano;1;12;15;6;CV6654;Descanso;25/11/2016;mA;5.3;25.5;43.0;3.115;32.025;14.6;24.0;0.345;0.0;0.0;49.74;73.5;62.5;;1.09;0.0;0.0;0.0;0.81;0.94;1.11;1.86;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
25;25;1.41;0.0367;0.0;Ano;1;12;15;6;CV6654;Descanso;25/11/2016;mA;5.3;25.5;43.0;3.115;32.025;14.6;24.0;0.345;0.0;0.0;49.74;73.5;62.5;;1.09;0.0;0.0;0.0;0.81;0.95;1.11;1.86;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
26;26;4.0;0.0286;0.0;Ano;2;12;15;6;CV6654;Descanso;25/11/2016;mA;5.3;25.5;43.0;3.115;32.025;14.6;24.0;0.345;0.0;0.0;49.74;73.5;62.5;;1.09;0.0;0.0;0.0;0.81;0.96;1.11;1.86;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
27;27;8.35;0.0126;0.0;Ano;2;12;15;6;RB855536;Descanso;28/11/2016;mB;5.35;22.0;15.5;6.91;39.225;17.19;29.0;0.155;0.0;0.0;63.325;92.5;67.5;;0.0;0.0;0.0;0.0;0.96;1.02;0.93;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
28;28;9.34;0.0175;0.0;Ano;1;12;15;6;CTC4;Descanso;23/11/2016;mA;5.65;11.0;4.5;0.96;15.365;7.73;13.5;0.185;0.0;0.0;24.055;37.5;64.0;6.64;1.0;0.0;0.0;0.0;0.0;1.16;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
29;29;13.51;0.0097;0.0;Ano;1;12;15;6;CTC4;Descanso;23/11/2016;mA;5.45;21.5;5.0;1.0;32.57;16.295;23.5;0.19;0.0;0.0;49.865;73.0;67.5;6.74;0.0;0.0;0.0;0.0;1.01;1.12;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
30;30;17.02;0.0066;0.0;Ano;1;12;15;6;CTC4;Descanso;22/11/2016;mA;5.3;33.5;16.5;2.39;43.235;21.57;18.0;0.08;0.0;0.0;67.195;85.5;78.0;6.7;0.0;0.0;0.0;0.0;1.01;1.12;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
31;31;8.83;0.0065;0.0;Ano;1;12;15;6;CTC4;Descanso;22/11/2016;mA;5.4;32.0;21.5;1.785;44.59;19.74;13.5;0.105;0.0;0.0;66.115;80.0;82.0;6.29;1.0;0.0;0.0;0.0;1.01;1.13;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
32;32;7.75;0.0034;0.0;Ano;1;12;15;6;CTC4;Descanso;22/11/2016;mA;5.45;21.5;5.0;1.0;32.57;16.295;23.5;0.19;0.0;0.0;49.865;73.0;67.5;6.5;0.0;0.0;0.0;0.0;1.01;1.13;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
33;33;5.74;0.0037;0.0;Ano;1;12;15;6;CTC4;Descanso;23/11/2016;mA;5.45;21.5;5.0;1.0;32.57;16.295;23.5;0.19;0.0;0.0;49.865;73.0;67.5;6.91;0.0;0.0;0.0;0.0;1.01;1.13;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
34;34;10.31;0.0175;0.0;Ano;1;12;15;6;CTC4;Descanso;19/11/2016;A;4.85;23.5;5.5;1.3;25.955;14.915;31.5;0.84;0.0;0.0;42.17;73.5;57.0;6.48;1.09;0.0;0.0;0.0;0.0;1.16;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
35;35;18.42;0.0175;0.0;Ano;1;12;15;6;CTC4;Descanso;19/11/2016;mA;5.2;11.5;7.0;1.41;19.43;12.585;21.5;1.39;0.0;0.0;33.425;55.0;57.5;6.72;1.0;0.0;0.0;0.0;1.01;1.11;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
36;36;2.71;0.0158;0.0;Ano;1;12;15;6;CTC4;Descanso;17/11/2016;mA;5.2;18.5;8.5;1.26;31.965;15.355;29.0;0.165;0.0;0.0;48.58;77.5;62.0;;0.0;0.0;0.0;0.0;1.01;1.13;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
37;37;5.06;0.0156;0.0;Ano;1;12;15;6;CTC4;Descanso;17/11/2016;mA;5.2;18.5;8.5;1.26;31.965;15.355;29.0;0.165;0.0;0.0;48.58;77.5;62.0;6.13;0.0;0.0;0.0;0.0;1.01;1.13;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
38;38;4.3;0.0204;0.0;Ano;1;12;15;6;CTC4;Descanso;22/11/2016;A;5.2;18.5;8.5;1.26;31.965;15.355;29.0;0.165;0.0;0.0;48.58;77.5;62.0;6.09;0.0;0.0;0.0;0.0;1.01;1.13;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
39;39;17.72;0.0142;0.0;Ano;1;12;15;6;CTC4;Descanso;21/11/2016;mB;5.2;18.5;8.5;1.26;31.965;15.355;29.0;0.165;0.0;0.0;48.58;77.5;62.0;6.71;0.0;0.0;0.0;0.0;1.01;1.12;2.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
40;40;6.83;0.012;0.0;Ano;1;12;15;6;CTC4;Descanso;22/11/2016;mB;5.45;21.5;5.0;1.0;32.57;16.295;23.5;0.19;0.0;0.0;49.865;73.0;67.5;6.51;0.0;0.0;0.0;0.0;1.01;1.12;1.0;0.0;0.0;0.0;22.94;28.42;19.29;78.87;93.27;54.59;1.2;19.95;263.5;133.53;-1;-1;-1
41;41;6.01;0.0278;0.0;Ano;1;12;15;10;CV7870;Descanso;22/11/2016;mA;4.9;22.5;11.0;0.755;40.175;20.87;36.5;0.405;0.0;0.0;61.8;98.0;62.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
42;42;7.95;0.0135;0.0;Ano;1;5;13;10;CTC9001;Descanso;19/09/2016;mA;4.3;24.5;12.5;1.515;41.93;12.025;66.5;3.725;0.0;0.0;55.47;122.0;45.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
43;43;44.84;0.0102;0.0;Ano;1;12;15;6;RB867515;Descanso;24/11/2016;ADF;5.2;17.0;6.0;0.605;15.83;11.63;21.5;0.465;0.0;0.0;28.065;49.5;56.5;;0.0;0.0;1.0;1.0;1.05;1.0;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
44;44;78.6;0.0076;0.0;Ano;1;12;15;6;RB92579;Descanso;28/11/2016;ADF;5.0;14.0;5.0;0.51;12.52;9.555;17.5;0.73;0.0;0.0;22.585;40.5;52.5;;0.0;0.0;1.0;1.0;1.05;1.0;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
45;45;35.78;0.0083;0.0;Ano;1;12;15;6;RB92579;Descanso;09/11/2016;ADF;5.3;14.5;4.5;0.235;9.945;7.24;17.0;0.19;0.0;0.0;17.42;34.5;50.0;;0.0;0.0;1.0;1.0;1.03;1.0;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
46;46;31.9;0.0077;0.0;Ano;1;12;15;6;RB92579;Descanso;30/11/2016;ADF;4.85;13.5;6.5;0.795;13.22;7.345;20.5;1.035;0.0;0.0;21.36;42.0;50.0;;0.0;0.0;1.0;1.0;1.02;1.0;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
47;47;9.29;0.0049;0.0;Ano;1;12;15;6;RB92579;Descanso;23/11/2016;ADF;5.35;14.5;12.0;0.315;12.23;8.08;16.5;0.085;0.0;0.0;20.625;37.5;54.5;;0.0;0.0;1.0;1.0;1.04;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
48;48;11.97;0.0067;0.0;Ano;1;12;15;6;RB867515;Descanso;10/11/2016;ADF;5.0;12.0;9.0;0.305;9.06;4.985;17.0;0.295;0.0;0.0;14.35;31.0;45.0;;0.0;0.0;1.0;1.0;1.05;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
49;49;40.9;0.0024;0.0;Ano;1;12;15;6;RB867515;Descanso;01/12/2016;ADF;5.45;14.5;29.5;0.665;12.835;9.52;15.5;0.595;0.0;0.0;23.02;38.5;57.0;;0.0;0.0;1.0;1.0;1.05;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
50;50;6.73;0.0041;0.0;Ano;1;12;15;6;RB92579;Descanso;09/11/2016;ADF;5.35;14.5;11.5;0.31;11.945;7.645;16.5;0.12;0.0;0.0;19.9;36.5;54.0;;0.0;0.0;1.0;1.0;1.05;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
51;51;21.38;0.0037;0.0;Ano;1;12;15;6;RB867515;Descanso;22/11/2016;ADF;5.35;14.5;11.5;0.31;11.945;7.645;16.5;0.12;0.0;0.0;19.9;36.5;54.0;;0.0;0.0;1.0;1.0;1.03;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
52;52;22.36;0.0018;0.0;Ano;1;12;15;6;RB867515;Descanso;30/11/2016;ADF;5.0;12.0;9.0;0.305;9.06;4.985;17.0;0.295;0.0;0.0;14.35;31.0;45.0;;0.0;0.0;1.0;1.0;1.03;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
53;53;20.85;0.0034;0.0;Ano;1;12;15;6;RB92579;Descanso;19/11/2016;ADF;4.65;13.5;7.5;1.725;9.195;5.855;20.5;1.35;0.0;0.0;16.775;37.0;45.0;;0.0;0.0;1.0;1.04;1.05;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
54;54;17.73;0.0058;0.0;Ano;1;12;15;6;RB92579;Descanso;24/11/2016;ADF;5.3;13.5;14.0;1.33;11.135;7.615;16.0;0.345;0.0;0.0;20.08;36.0;55.5;;0.0;0.0;1.0;1.0;1.05;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
55;55;16.41;0.0084;0.0;Ano;1;12;15;6;RB92579;Descanso;23/11/2016;ADF;5.3;13.5;14.0;1.33;11.135;7.615;16.0;0.345;0.0;0.0;20.08;36.0;55.5;;0.0;0.0;1.0;1.0;1.05;1.02;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
56;56;72.37;0.0073;0.0;Ano;1;12;15;6;RB867515;Descanso;12/11/2016;ADF;4.8;13.5;7.5;0.655;8.865;5.485;19.5;1.27;0.0;0.0;15.005;34.5;43.0;;0.0;0.0;1.0;1.0;1.05;1.03;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
57;57;49.14;0.0067;0.0;Ano;1;12;15;6;RB867515;Descanso;22/11/2016;ADF;4.55;12.0;4.5;0.505;9.365;5.705;19.0;0.665;0.0;0.0;15.575;34.5;45.0;;0.0;0.0;1.0;1.0;1.05;1.03;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
58;58;58.03;0.0009;0.0;Ano;1;12;15;6;RB966928;Descanso;07/11/2016;ADF;5.1;18.5;5.5;0.51;10.595;7.605;19.0;1.175;0.0;0.0;18.71;38.0;47.0;;0.0;0.0;1.0;1.0;1.03;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
59;59;30.66;0.004;0.0;Ano;1;12;15;6;RB966928;Descanso;20/10/2016;ADF;4.85;20.5;6.0;0.38;10.55;7.565;19.5;1.07;0.0;0.0;18.495;38.0;48.0;;0.0;0.0;1.0;1.0;1.03;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
60;60;31.12;0.0028;0.0;Ano;1;12;15;6;RB966928;Descanso;01/12/2016;ADF;5.2;13.0;14.0;1.475;11.935;7.235;15.0;0.47;0.0;0.0;20.645;35.5;57.5;;0.0;0.0;1.0;1.0;0.0;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
61;61;17.53;0.0024;0.0;Ano;1;12;15;6;RB966928;Descanso;30/11/2016;ADF;5.35;17.0;6.0;0.32;13.675;10.24;16.5;0.125;0.0;0.0;24.235;41.0;58.0;;0.0;0.0;1.0;1.0;1.02;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
62;62;1.25;0.0017;0.0;Ano;1;12;15;6;RB966928;Descanso;30/11/2016;ADF;5.35;17.0;6.0;0.32;13.675;10.24;16.5;0.125;0.0;0.0;24.235;41.0;58.0;;0.0;0.0;1.0;1.0;0.0;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
63;63;25.65;0.0017;0.0;Ano;1;12;15;6;RB966928;Descanso;29/11/2016;ADF;5.35;17.0;6.0;0.32;13.675;10.24;16.5;0.125;0.0;0.0;24.235;41.0;58.0;;0.0;0.0;1.0;1.0;1.05;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
64;64;18.89;0.0042;0.0;Ano;1;12;15;6;RB966928;Descanso;30/11/2016;ADF;5.35;17.0;6.0;0.32;13.675;10.24;16.5;0.125;0.0;0.0;24.235;41.0;58.0;;0.0;0.0;1.0;1.0;1.05;1.01;1.0;0.0;0.0;0.0;25.84;30.71;20.96;81.54;99.73;63.34;1.48;16.96;351.2;124.1;-1;-1;-1
65;65;10.49;0.0342;0.0;Ano;2;12;15;6;IACSP95-5000;Descanso;08/11/2016;mD;4.55;15.0;4.5;2.71;30.17;14.46;35.0;5.49;0.0;0.0;47.34;82.5;55.5;;0.0;0.0;0.0;0.0;0.0;1.02;0.0;0.96;0.0;0.0;25.83;30.84;20.81;80.06;99.2;60.92;0.73;17.65;379.1;123.4;-1;-1;-1
66;66;12.41;0.1717;0.0046;Inverno;2;12;15;6;RB966928;1o. Corte - 18 Meses;19/12/2016;mE;4.15;17.5;4.0;0.835;10.965;4.715;56.5;13.62;0.0;0.0;16.515;73.0;22.0;5.45;0.0;0.97;0.0;0.0;1.01;1.01;0.0;0.0;0.0;0.0;23.29;27.55;19.02;83.64;98.71;68.56;1.21;18.82;150.1;122.54;-1;-1;-1
67;67;78.07600000000002;0.2085;0.0008;Inverno;1;12;15;6;RB966928;1o. Corte-12M Inv.;30/06/2016;mE;5.0;11.5;14.5;2.69;14.565;5.495;16.0;0.525;0.0;0.0;22.75;38.5;58.5;;0.0;1.06;0.99;1.23;0.0;1.01;1.25;0.0;1.0;0.0;25.25;30.07;20.43;81.77;99.11;64.43;2.03;18.72;326.1;137.7;-1;-1;-1
68;68;2.513;0.1557;0.0;Inverno;1;12;15;6;RB966928;1o. Corte-12M Inv.;24/05/2016;mE;5.0;11.5;14.5;2.69;14.565;5.495;16.0;0.525;0.0;0.0;22.75;38.5;58.5;;0.0;1.06;0.99;1.23;0.0;1.01;1.25;0.0;1.0;0.0;25.25;30.07;20.43;81.77;99.11;64.43;2.03;18.72;326.1;137.7;-1;-1;-1
69;69;7.89;0.027999999999999997;0.0;Inverno;1;12;15;6;RB855156;1o. Corte - 18 Meses;20/02/2016;mF;5.05;28.0;16.5;1.575;34.75;15.3;30.0;1.015;0.0;0.0;51.625;81.5;62.5;5.09;0.0;0.0;0.0;1.06;1.33;1.02;0.93;0.93;0.0;1.0;24.42;29.38;19.47;82.9;99.61;66.18;1.18;18.14;253.6;126.8;-1;-1;-1
